D1	D2	L1	L2	Shift	Mult	Time
0.70	0.30	0.00183	0.00549	985.00	4.73	45000.00
0.72	0.28	0.00177	0.00566	991.43	4.73	45454.55
0.70	0.30	0.00187	0.00554	998.87	4.73	45909.09
0.73	0.27	0.00175	0.00575	1013.34	4.73	46363.64
0.72	0.28	0.00175	0.00547	1036.89	4.73	46818.18
0.72	0.28	0.00182	0.00596	1033.25	4.73	47272.73
0.73	0.27	0.00172	0.00606	1050.18	4.73	47727.27
0.73	0.27	0.00172	0.00598	1052.31	4.73	48181.82
0.74	0.26	0.00176	0.00613	1065.90	4.73	48636.36
0.72	0.28	0.00177	0.00574	1079.05	4.73	49090.91
0.74	0.26	0.00175	0.00558	1079.40	4.73	49545.45
0.74	0.26	0.00172	0.00585	1095.10	4.73	50000.00
0.25	0.75	0.00421	0.00446	102.07	4.82	5000.00
0.21	0.79	0.00512	0.00445	120.26	4.82	5454.55
0.25	0.75	0.00419	0.00453	119.12	4.82	5909.09
0.27	0.73	0.00432	0.00446	132.29	4.82	6363.64
0.30	0.70	0.00366	0.00475	150.93	4.82	6818.18
0.33	0.67	0.00344	0.00490	158.98	4.82	7272.73
0.28	0.72	0.00390	0.00450	160.94	4.82	7727.27
0.34	0.66	0.00333	0.00502	176.88	4.82	8181.82
0.33	0.67	0.00371	0.00461	185.39	4.82	8636.36
0.32	0.68	0.00373	0.00461	192.56	4.82	9090.91
0.34	0.66	0.00357	0.00471	202.76	4.82	9545.45
0.34	0.66	0.00355	0.00489	218.35	4.82	10000.00
0.39	0.61	0.00330	0.00532	227.40	4.82	10454.55
0.35	0.65	0.00349	0.00462	232.12	4.82	10909.09
0.36	0.64	0.00316	0.00518	247.03	4.82	11363.64
0.36	0.64	0.00339	0.00456	249.61	4.82	11818.18
0.41	0.59	0.00318	0.00497	263.12	4.82	12272.73
0.39	0.61	0.00302	0.00485	271.62	4.82	12727.27
0.40	0.60	0.00317	0.00501	283.59	4.82	13181.82
0.38	0.62	0.00322	0.00473	295.68	4.82	13636.36
0.40	0.60	0.00312	0.00471	298.59	4.82	14090.91
0.43	0.57	0.00286	0.00496	313.76	4.82	14545.45
0.43	0.57	0.00307	0.00475	324.87	4.82	15000.00
0.45	0.55	0.00285	0.00500	332.39	4.82	15454.55
0.42	0.58	0.00303	0.00501	349.58	4.82	15909.09
0.42	0.58	0.00305	0.00483	354.31	4.82	16363.64
0.44	0.56	0.00297	0.00512	361.13	4.82	16818.18
0.47	0.53	0.00288	0.00497	371.74	4.82	17272.73
0.44	0.56	0.00288	0.00505	382.33	4.82	17727.27
0.48	0.52	0.00284	0.00499	390.91	4.82	18181.82
0.46	0.54	0.00283	0.00517	401.64	4.82	18636.36
0.44	0.56	0.00280	0.00503	415.17	4.82	19090.91
0.48	0.52	0.00266	0.00501	426.69	4.82	19545.45
0.50	0.50	0.00269	0.00522	435.24	4.82	20000.00
0.48	0.52	0.00265	0.00543	443.81	4.82	20454.55
0.47	0.53	0.00275	0.00516	455.31	4.82	20909.09
0.48	0.52	0.00275	0.00496	458.30	4.82	21363.64
0.51	0.49	0.00258	0.00540	480.23	4.82	21818.18
0.52	0.48	0.00266	0.00514	484.74	4.82	22272.73
0.53	0.47	0.00249	0.00524	495.70	4.82	22727.27
0.53	0.47	0.00251	0.00507	504.12	4.82	23181.82
0.51	0.49	0.00252	0.00521	513.20	4.82	23636.36
0.52	0.48	0.00252	0.00504	525.17	4.82	24090.91
0.51	0.49	0.00256	0.00515	530.70	4.82	24545.45
0.52	0.48	0.00248	0.00547	547.42	4.82	25000.00
0.55	0.45	0.00245	0.00523	559.66	4.82	25454.55
0.55	0.45	0.00246	0.00504	557.67	4.82	25909.09
0.56	0.44	0.00240	0.00521	567.71	4.82	26363.64
0.54	0.46	0.00239	0.00516	583.51	4.82	26818.18
0.54	0.46	0.00234	0.00523	593.61	4.82	27272.73
0.56	0.44	0.00241	0.00531	600.71	4.82	27727.27
0.56	0.44	0.00232	0.00562	616.37	4.82	28181.82
0.60	0.40	0.00224	0.00567	628.13	4.82	28636.36
0.56	0.44	0.00234	0.00502	629.39	4.82	29090.91
0.58	0.42	0.00226	0.00520	637.66	4.82	29545.45
0.58	0.42	0.00224	0.00516	650.44	4.82	30000.00
0.58	0.42	0.00226	0.00499	661.76	4.82	30454.55
0.62	0.38	0.00222	0.00546	670.83	4.82	30909.09
0.61	0.39	0.00217	0.00543	693.03	4.82	31363.64
0.60	0.40	0.00217	0.00507	692.40	4.82	31818.18
0.60	0.40	0.00217	0.00532	700.59	4.82	32272.73
0.61	0.39	0.00213	0.00541	716.34	4.82	32727.27
0.61	0.39	0.00215	0.00550	718.01	4.82	33181.82
0.63	0.37	0.00213	0.00545	732.36	4.82	33636.36
0.64	0.36	0.00210	0.00593	744.86	4.82	34090.91
0.62	0.38	0.00216	0.00496	740.44	4.82	34545.45
0.61	0.39	0.00211	0.00561	765.63	4.82	35000.00
0.65	0.35	0.00203	0.00547	778.53	4.82	35454.55
0.64	0.36	0.00208	0.00603	789.67	4.82	35909.09
0.65	0.35	0.00207	0.00548	794.97	4.82	36363.64
0.65	0.35	0.00200	0.00537	803.52	4.82	36818.18
0.65	0.35	0.00206	0.00563	809.29	4.82	37272.73
0.66	0.34	0.00196	0.00567	833.20	4.82	37727.27
0.65	0.35	0.00201	0.00544	832.20	4.82	38181.82
0.66	0.34	0.00204	0.00551	844.87	4.82	38636.36
0.66	0.34	0.00190	0.00548	857.47	4.82	39090.91
0.68	0.32	0.00190	0.00604	871.36	4.82	39545.45
0.65	0.35	0.00191	0.00555	868.10	4.82	40000.00
