D1	D2	L1	L2	Shift	Mult	Time
0.57	0.43	0.00181	0.00550	906.45	6.64	41363.64
0.57	0.43	0.00183	0.00509	911.94	6.64	41818.18
0.56	0.44	0.00184	0.00501	909.54	6.64	42272.73
0.57	0.43	0.00178	0.00508	926.92	6.64	42727.27
0.58	0.42	0.00179	0.00536	945.30	6.64	43181.82
0.58	0.42	0.00174	0.00535	956.11	6.64	43636.36
0.58	0.42	0.00174	0.00503	964.91	6.64	44090.91
0.59	0.41	0.00173	0.00546	978.10	6.64	44545.45
0.58	0.42	0.00171	0.00540	982.78	6.64	45000.00
0.59	0.41	0.00169	0.00516	989.75	6.64	45454.55
0.58	0.42	0.00173	0.00507	994.15	6.64	45909.09
0.60	0.40	0.00169	0.00544	1020.22	6.64	46363.64
0.58	0.42	0.00170	0.00528	1017.99	6.64	46818.18
0.61	0.39	0.00166	0.00533	1033.46	6.64	47272.73
0.60	0.40	0.00165	0.00522	1042.63	6.64	47727.27
0.61	0.39	0.00164	0.00517	1044.57	6.64	48181.82
0.61	0.39	0.00165	0.00485	1053.18	6.64	48636.36
0.59	0.41	0.00159	0.00531	1073.35	6.64	49090.91
0.62	0.38	0.00160	0.00560	1087.93	6.64	49545.45
0.62	0.38	0.00159	0.00548	1096.38	6.64	50000.00
0.21	0.79	0.00426	0.00442	108.22	6.73	5000.00
0.18	0.82	0.00425	0.00458	116.32	6.73	5454.55
0.18	0.82	0.00409	0.00451	125.53	6.73	5909.09
0.22	0.78	0.00393	0.00466	132.85	6.73	6363.64
0.22	0.78	0.00383	0.00438	140.97	6.73	6818.18
0.23	0.77	0.00361	0.00472	158.69	6.73	7272.73
0.22	0.78	0.00371	0.00470	160.80	6.73	7727.27
0.24	0.76	0.00339	0.00454	169.75	6.73	8181.82
0.24	0.76	0.00347	0.00465	182.32	6.73	8636.36
0.25	0.75	0.00376	0.00460	193.09	6.73	9090.91
0.24	0.76	0.00356	0.00467	203.87	6.73	9545.45
0.27	0.73	0.00316	0.00484	213.94	6.73	10000.00
0.29	0.71	0.00319	0.00468	224.35	6.73	10454.55
0.27	0.73	0.00321	0.00481	238.12	6.73	10909.09
0.27	0.73	0.00319	0.00488	249.11	6.73	11363.64
0.30	0.70	0.00321	0.00493	254.87	6.73	11818.18
0.33	0.67	0.00298	0.00486	272.94	6.73	12272.73
0.29	0.71	0.00315	0.00443	267.60	6.73	12727.27
0.31	0.69	0.00298	0.00466	282.84	6.73	13181.82
0.31	0.69	0.00303	0.00489	296.57	6.73	13636.36
0.32	0.68	0.00309	0.00465	302.38	6.73	14090.91
0.32	0.68	0.00297	0.00475	319.00	6.73	14545.45
0.32	0.68	0.00291	0.00471	324.79	6.73	15000.00
0.31	0.69	0.00287	0.00471	332.59	6.73	15454.55
0.34	0.66	0.00278	0.00509	343.83	6.73	15909.09
0.32	0.68	0.00293	0.00470	354.18	6.73	16363.64
0.35	0.65	0.00265	0.00492	358.34	6.73	16818.18
0.34	0.66	0.00274	0.00471	371.63	6.73	17272.73
0.35	0.65	0.00278	0.00490	385.95	6.73	17727.27
0.34	0.66	0.00285	0.00481	391.50	6.73	18181.82
0.36	0.64	0.00260	0.00502	404.38	6.73	18636.36
0.36	0.64	0.00264	0.00494	408.98	6.73	19090.91
0.35	0.65	0.00269	0.00512	427.08	6.73	19545.45
0.38	0.62	0.00251	0.00520	437.42	6.73	20000.00
0.38	0.62	0.00261	0.00500	446.64	6.73	20454.55
0.38	0.62	0.00252	0.00486	455.38	6.73	20909.09
0.40	0.60	0.00242	0.00520	466.84	6.73	21363.64
0.37	0.63	0.00246	0.00490	472.49	6.73	21818.18
0.39	0.61	0.00245	0.00515	483.92	6.73	22272.73
0.42	0.58	0.00253	0.00524	500.46	6.73	22727.27
0.42	0.58	0.00251	0.00488	501.25	6.73	23181.82
0.41	0.59	0.00235	0.00526	518.54	6.73	23636.36
0.41	0.59	0.00228	0.00502	527.02	6.73	24090.91
0.42	0.58	0.00238	0.00519	540.35	6.73	24545.45
0.39	0.61	0.00234	0.00495	546.66	6.73	25000.00
0.44	0.56	0.00230	0.00503	555.47	6.73	25454.55
0.45	0.55	0.00231	0.00492	558.54	6.73	25909.09
0.44	0.56	0.00218	0.00530	578.92	6.73	26363.64
0.43	0.57	0.00233	0.00502	582.40	6.73	26818.18
0.43	0.57	0.00218	0.00507	593.52	6.73	27272.73
0.45	0.55	0.00219	0.00517	605.55	6.73	27727.27
0.45	0.55	0.00224	0.00506	617.16	6.73	28181.82
0.45	0.55	0.00222	0.00507	624.73	6.73	28636.36
0.46	0.54	0.00212	0.00499	636.37	6.73	29090.91
0.47	0.53	0.00206	0.00558	648.68	6.73	29545.45
0.47	0.53	0.00215	0.00508	652.48	6.73	30000.00
0.46	0.54	0.00213	0.00499	664.45	6.73	30454.55
0.49	0.51	0.00214	0.00504	667.86	6.73	30909.09
0.48	0.52	0.00202	0.00502	681.61	6.73	31363.64
0.50	0.50	0.00204	0.00539	700.44	6.73	31818.18
0.47	0.53	0.00207	0.00500	701.25	6.73	32272.73
0.50	0.50	0.00203	0.00543	716.46	6.73	32727.27
0.48	0.52	0.00212	0.00531	728.10	6.73	33181.82
0.49	0.51	0.00198	0.00520	736.49	6.73	33636.36
0.51	0.49	0.00201	0.00533	743.46	6.73	34090.91
0.49	0.51	0.00198	0.00511	755.97	6.73	34545.45
0.49	0.51	0.00197	0.00501	763.12	6.73	35000.00
0.53	0.47	0.00195	0.00521	773.26	6.73	35454.55
0.52	0.48	0.00189	0.00520	784.08	6.73	35909.09
0.53	0.47	0.00192	0.00482	786.89	6.73	36363.64
0.52	0.48	0.00197	0.00552	804.45	6.73	36818.18
0.53	0.47	0.00182	0.00552	819.25	6.73	37272.73
0.52	0.48	0.00193	0.00535	821.95	6.73	37727.27
0.53	0.47	0.00194	0.00476	826.69	6.73	38181.82
0.53	0.47	0.00183	0.00553	849.47	6.73	38636.36
0.53	0.47	0.00185	0.00481	845.48	6.73	39090.91
0.53	0.47	0.00184	0.00525	865.29	6.73	39545.45
0.55	0.45	0.00184	0.00514	872.50	6.73	40000.00
0.54	0.46	0.00179	0.00523	882.73	6.73	40454.55
0.54	0.46	0.00181	0.00518	895.82	6.73	40909.09
0.54	0.46	0.00185	0.00504	901.53	6.73	41363.64
0.55	0.45	0.00178	0.00525	913.62	6.73	41818.18
0.53	0.47	0.00182	0.00524	926.94	6.73	42272.73
0.57	0.43	0.00176	0.00510	930.44	6.73	42727.27
0.57	0.43	0.00172	0.00519	942.68	6.73	43181.82
0.58	0.42	0.00169	0.00533	952.97	6.73	43636.36
0.58	0.42	0.00169	0.00518	961.04	6.73	44090.91
0.57	0.43	0.00172	0.00513	976.00	6.73	44545.45
0.56	0.44	0.00168	0.00515	980.33	6.73	45000.00
0.59	0.41	0.00165	0.00511	983.38	6.73	45454.55
0.58	0.42	0.00167	0.00506	998.89	6.73	45909.09
0.59	0.41	0.00167	0.00578	1022.70	6.73	46363.64
0.59	0.41	0.00168	0.00512	1016.01	6.73	46818.18
0.61	0.39	0.00160	0.00544	1038.43	6.73	47272.73
0.59	0.41	0.00167	0.00508	1045.46	6.73	47727.27
0.58	0.42	0.00167	0.00543	1053.80	6.73	48181.82
0.59	0.41	0.00165	0.00548	1063.50	6.73	48636.36
0.61	0.39	0.00160	0.00546	1075.59	6.73	49090.91
0.62	0.38	0.00159	0.00538	1090.73	6.73	49545.45
0.61	0.39	0.00165	0.00520	1089.59	6.73	50000.00
0.21	0.79	0.00423	0.00451	99.09	6.82	5000.00
0.19	0.81	0.00404	0.00451	119.27	6.82	5454.55
0.22	0.78	0.00410	0.00469	126.49	6.82	5909.09
0.20	0.80	0.00402	0.00456	132.43	6.82	6363.64
0.22	0.78	0.00397	0.00439	144.11	6.82	6818.18
0.22	0.78	0.00344	0.00486	157.68	6.82	7272.73
0.26	0.74	0.00356	0.00467	157.67	6.82	7727.27
0.22	0.78	0.00364	0.00445	173.26	6.82	8181.82
0.24	0.76	0.00338	0.00467	181.92	6.82	8636.36
0.27	0.73	0.00345	0.00476	197.86	6.82	9090.91
0.25	0.75	0.00335	0.00473	203.74	6.82	9545.45
0.30	0.70	0.00312	0.00500	215.00	6.82	10000.00
0.25	0.75	0.00339	0.00461	221.60	6.82	10454.55
0.29	0.71	0.00336	0.00475	231.87	6.82	10909.09
0.29	0.71	0.00330	0.00458	246.27	6.82	11363.64
0.28	0.72	0.00326	0.00476	256.62	6.82	11818.18
0.28	0.72	0.00322	0.00451	262.99	6.82	12272.73
0.29	0.71	0.00307	0.00491	275.95	6.82	12727.27
0.29	0.71	0.00330	0.00425	277.57	6.82	13181.82
0.30	0.70	0.00306	0.00501	300.51	6.82	13636.36
0.32	0.68	0.00303	0.00457	302.55	6.82	14090.91
0.32	0.68	0.00300	0.00483	313.74	6.82	14545.45
0.31	0.69	0.00288	0.00475	322.38	6.82	15000.00
0.32	0.68	0.00280	0.00461	332.27	6.82	15454.55
0.30	0.70	0.00297	0.00475	346.10	6.82	15909.09
0.34	0.66	0.00270	0.00495	354.14	6.82	16363.64
0.35	0.65	0.00266	0.00500	368.88	6.82	16818.18
0.34	0.66	0.00289	0.00475	373.43	6.82	17272.73
0.33	0.67	0.00272	0.00471	383.88	6.82	17727.27
0.37	0.63	0.00264	0.00506	396.19	6.82	18181.82
0.38	0.62	0.00256	0.00521	407.93	6.82	18636.36
0.35	0.65	0.00269	0.00477	413.36	6.82	19090.91
0.35	0.65	0.00273	0.00492	423.00	6.82	19545.45
0.35	0.65	0.00266	0.00491	433.67	6.82	20000.00
0.38	0.62	0.00235	0.00473	442.43	6.82	20454.55
0.39	0.61	0.00252	0.00515	457.88	6.82	20909.09
0.39	0.61	0.00251	0.00492	466.51	6.82	21363.64
0.37	0.63	0.00263	0.00472	471.59	6.82	21818.18
0.38	0.62	0.00241	0.00481	479.68	6.82	22272.73
0.41	0.59	0.00246	0.00512	490.36	6.82	22727.27
0.39	0.61	0.00237	0.00502	507.56	6.82	23181.82
0.41	0.59	0.00241	0.00505	517.06	6.82	23636.36
0.42	0.58	0.00232	0.00499	527.12	6.82	24090.91
0.42	0.58	0.00242	0.00501	526.58	6.82	24545.45
0.38	0.62	0.00246	0.00485	540.39	6.82	25000.00
0.41	0.59	0.00230	0.00517	554.78	6.82	25454.55
0.43	0.57	0.00233	0.00499	562.12	6.82	25909.09
0.43	0.57	0.00235	0.00535	577.91	6.82	26363.64
0.42	0.58	0.00227	0.00498	584.01	6.82	26818.18
0.43	0.57	0.00224	0.00495	595.16	6.82	27272.73
0.45	0.55	0.00222	0.00495	604.54	6.82	27727.27
0.44	0.56	0.00225	0.00478	609.05	6.82	28181.82
0.46	0.54	0.00220	0.00521	626.83	6.82	28636.36
0.43	0.57	0.00214	0.00500	633.63	6.82	29090.91
0.43	0.57	0.00225	0.00547	648.29	6.82	29545.45
0.45	0.55	0.00216	0.00529	647.99	6.82	30000.00
0.46	0.54	0.00212	0.00512	663.68	6.82	30454.55
0.47	0.53	0.00206	0.00513	674.67	6.82	30909.09
0.46	0.54	0.00207	0.00467	682.81	6.82	31363.64
0.48	0.52	0.00213	0.00476	685.40	6.82	31818.18
0.49	0.51	0.00204	0.00517	702.61	6.82	32272.73
0.50	0.50	0.00205	0.00483	709.55	6.82	32727.27
0.48	0.52	0.00201	0.00504	718.96	6.82	33181.82
0.47	0.53	0.00197	0.00508	738.57	6.82	33636.36
0.49	0.51	0.00200	0.00509	736.62	6.82	34090.91
0.49	0.51	0.00203	0.00493	753.45	6.82	34545.45
0.48	0.52	0.00197	0.00508	763.60	6.82	35000.00
0.51	0.49	0.00197	0.00510	779.71	6.82	35454.55
0.49	0.51	0.00198	0.00500	775.57	6.82	35909.09
0.51	0.49	0.00202	0.00506	786.78	6.82	36363.64
0.48	0.52	0.00193	0.00474	796.52	6.82	36818.18
0.53	0.47	0.00192	0.00520	811.26	6.82	37272.73
0.51	0.49	0.00191	0.00526	820.62	6.82	37727.27
0.53	0.47	0.00189	0.00539	836.86	6.82	38181.82
0.53	0.47	0.00186	0.00522	843.04	6.82	38636.36
0.53	0.47	0.00189	0.00504	843.73	6.82	39090.91
0.52	0.48	0.00183	0.00495	857.40	6.82	39545.45
0.53	0.47	0.00184	0.00507	869.93	6.82	40000.00
0.55	0.45	0.00183	0.00521	880.33	6.82	40454.55
0.53	0.47	0.00180	0.00537	894.09	6.82	40909.09
0.54	0.46	0.00182	0.00520	901.71	6.82	41363.64
0.54	0.46	0.00183	0.00507	914.11	6.82	41818.18
0.56	0.44	0.00180	0.00503	923.36	6.82	42272.73
0.57	0.43	0.00173	0.00539	929.02	6.82	42727.27
0.54	0.46	0.00180	0.00513	941.98	6.82	43181.82
0.56	0.44	0.00174	0.00518	945.69	6.82	43636.36
0.56	0.44	0.00172	0.00483	951.32	6.82	44090.91
0.57	0.43	0.00175	0.00514	974.25	6.82	44545.45
0.58	0.42	0.00171	0.00485	972.66	6.82	45000.00
0.58	0.42	0.00173	0.00535	996.03	6.82	45454.55
0.56	0.44	0.00171	0.00511	996.75	6.82	45909.09
0.58	0.42	0.00170	0.00520	1013.55	6.82	46363.64
0.59	0.41	0.00167	0.00556	1029.83	6.82	46818.18
0.60	0.40	0.00163	0.00559	1037.84	6.82	47272.73
0.57	0.43	0.00167	0.00534	1040.75	6.82	47727.27
0.61	0.39	0.00161	0.00542	1052.56	6.82	48181.82
0.60	0.40	0.00165	0.00535	1067.45	6.82	48636.36
0.58	0.42	0.00164	0.00500	1066.21	6.82	49090.91
0.60	0.40	0.00167	0.00502	1074.84	6.82	49545.45
0.62	0.38	0.00162	0.00524	1088.05	6.82	50000.00
0.19	0.81	0.00447	0.00443	98.54	6.91	5000.00
0.20	0.80	0.00386	0.00456	114.53	6.91	5454.55
0.19	0.81	0.00383	0.00455	127.71	6.91	5909.09
0.23	0.77	0.00377	0.00469	137.96	6.91	6363.64
0.21	0.79	0.00389	0.00462	144.48	6.91	6818.18
0.21	0.79	0.00372	0.00424	149.06	6.91	7272.73
0.24	0.76	0.00375	0.00465	161.76	6.91	7727.27
0.29	0.71	0.00306	0.00524	178.79	6.91	8181.82
0.25	0.75	0.00337	0.00476	184.45	6.91	8636.36
0.23	0.77	0.00356	0.00470	192.76	6.91	9090.91
0.28	0.72	0.00327	0.00465	202.34	6.91	9545.45
0.27	0.73	0.00308	0.00492	219.15	6.91	10000.00
0.26	0.74	0.00349	0.00439	216.30	6.91	10454.55
0.26	0.74	0.00310	0.00454	230.77	6.91	10909.09
0.30	0.70	0.00321	0.00472	237.49	6.91	11363.64
0.27	0.73	0.00308	0.00451	249.96	6.91	11818.18
0.26	0.74	0.00308	0.00461	257.90	6.91	12272.73
0.31	0.69	0.00302	0.00471	278.57	6.91	12727.27
0.30	0.70	0.00300	0.00462	288.41	6.91	13181.82
0.30	0.70	0.00285	0.00495	297.58	6.91	13636.36
0.30	0.70	0.00306	0.00481	305.25	6.91	14090.91
0.30	0.70	0.00299	0.00492	316.37	6.91	14545.45
0.31	0.69	0.00278	0.00478	319.94	6.91	15000.00
0.33	0.67	0.00303	0.00468	330.93	6.91	15454.55
0.29	0.71	0.00308	0.00480	342.03	6.91	15909.09
0.31	0.69	0.00291	0.00468	353.77	6.91	16363.64
0.32	0.68	0.00276	0.00467	362.19	6.91	16818.18
0.33	0.67	0.00270	0.00497	379.86	6.91	17272.73
0.34	0.66	0.00272	0.00493	381.77	6.91	17727.27
0.35	0.65	0.00280	0.00500	397.29	6.91	18181.82
0.34	0.66	0.00269	0.00487	398.32	6.91	18636.36
0.36	0.64	0.00271	0.00492	420.35	6.91	19090.91
0.37	0.63	0.00254	0.00519	426.57	6.91	19545.45
0.37	0.63	0.00251	0.00496	434.73	6.91	20000.00
0.37	0.63	0.00255	0.00488	444.83	6.91	20454.55
0.37	0.63	0.00251	0.00500	451.21	6.91	20909.09
0.39	0.61	0.00265	0.00496	462.09	6.91	21363.64
0.38	0.62	0.00249	0.00525	482.01	6.91	21818.18
0.39	0.61	0.00246	0.00467	479.81	6.91	22272.73
0.40	0.60	0.00242	0.00500	493.80	6.91	22727.27
0.39	0.61	0.00244	0.00499	497.38	6.91	23181.82
0.38	0.62	0.00237	0.00494	512.17	6.91	23636.36
0.41	0.59	0.00221	0.00530	528.75	6.91	24090.91
0.41	0.59	0.00236	0.00485	528.32	6.91	24545.45
0.41	0.59	0.00224	0.00496	546.82	6.91	25000.00
0.43	0.57	0.00227	0.00492	549.31	6.91	25454.55
0.43	0.57	0.00223	0.00530	569.42	6.91	25909.09
0.42	0.58	0.00244	0.00503	574.18	6.91	26363.64
0.42	0.58	0.00225	0.00503	583.42	6.91	26818.18
0.44	0.56	0.00228	0.00503	590.73	6.91	27272.73
0.44	0.56	0.00218	0.00533	611.43	6.91	27727.27
0.45	0.55	0.00220	0.00501	611.30	6.91	28181.82
0.43	0.57	0.00211	0.00504	627.71	6.91	28636.36
0.44	0.56	0.00222	0.00503	638.22	6.91	29090.91
0.47	0.53	0.00210	0.00508	644.98	6.91	29545.45
0.46	0.54	0.00219	0.00523	660.00	6.91	30000.00
0.46	0.54	0.00215	0.00521	663.21	6.91	30454.55
0.47	0.53	0.00208	0.00536	679.46	6.91	30909.09
0.46	0.54	0.00206	0.00484	679.83	6.91	31363.64
0.46	0.54	0.00205	0.00494	692.70	6.91	31818.18
0.47	0.53	0.00202	0.00526	703.84	6.91	32272.73
0.47	0.53	0.00202	0.00530	718.68	6.91	32727.27
0.48	0.52	0.00206	0.00494	716.31	6.91	33181.82
0.48	0.52	0.00202	0.00526	737.00	6.91	33636.36
0.48	0.52	0.00208	0.00483	735.56	6.91	34090.91
0.49	0.51	0.00193	0.00543	758.26	6.91	34545.45
0.51	0.49	0.00198	0.00518	765.45	6.91	35000.00
0.49	0.51	0.00196	0.00497	769.79	6.91	35454.55
0.50	0.50	0.00194	0.00507	777.79	6.91	35909.09
0.50	0.50	0.00195	0.00468	788.27	6.91	36363.64
0.49	0.51	0.00188	0.00509	807.19	6.91	36818.18
0.51	0.49	0.00188	0.00498	805.62	6.91	37272.73
0.51	0.49	0.00189	0.00517	819.66	6.91	37727.27
0.51	0.49	0.00186	0.00507	829.79	6.91	38181.82
0.54	0.46	0.00176	0.00518	841.54	6.91	38636.36
0.51	0.49	0.00192	0.00487	843.23	6.91	39090.91
0.54	0.46	0.00183	0.00511	859.81	6.91	39545.45
0.51	0.49	0.00183	0.00520	869.44	6.91	40000.00
0.52	0.48	0.00178	0.00516	883.41	6.91	40454.55
0.51	0.49	0.00176	0.00548	901.78	6.91	40909.09
0.55	0.45	0.00184	0.00503	895.78	6.91	41363.64
0.52	0.48	0.00184	0.00502	913.77	6.91	41818.18
0.55	0.45	0.00176	0.00539	923.43	6.91	42272.73
0.54	0.46	0.00182	0.00506	935.23	6.91	42727.27
0.54	0.46	0.00174	0.00516	941.12	6.91	43181.82
0.56	0.44	0.00172	0.00511	950.34	6.91	43636.36
0.56	0.44	0.00175	0.00494	962.57	6.91	44090.91
0.57	0.43	0.00169	0.00522	969.92	6.91	44545.45
0.58	0.42	0.00168	0.00495	976.05	6.91	45000.00
0.57	0.43	0.00166	0.00491	981.99	6.91	45454.55
0.59	0.41	0.00166	0.00512	1000.07	6.91	45909.09
0.58	0.42	0.00163	0.00525	1011.88	6.91	46363.64
0.55	0.45	0.00167	0.00520	1019.04	6.91	46818.18
0.59	0.41	0.00164	0.00495	1023.84	6.91	47272.73
0.58	0.42	0.00164	0.00534	1047.25	6.91	47727.27
0.57	0.43	0.00162	0.00519	1045.90	6.91	48181.82
0.57	0.43	0.00162	0.00494	1058.25	6.91	48636.36
0.62	0.38	0.00160	0.00536	1077.95	6.91	49090.91
0.58	0.42	0.00161	0.00513	1079.65	6.91	49545.45
0.57	0.43	0.00159	0.00512	1083.26	6.91	50000.00
0.21	0.79	0.00387	0.00439	105.76	7.00	5000.00
0.18	0.82	0.00467	0.00440	109.23	7.00	5454.55
0.21	0.79	0.00364	0.00436	121.66	7.00	5909.09
0.23	0.77	0.00370	0.00462	138.21	7.00	6363.64
0.23	0.77	0.00363	0.00454	140.38	7.00	6818.18
0.21	0.79	0.00401	0.00460	156.17	7.00	7272.73
0.24	0.76	0.00350	0.00464	164.49	7.00	7727.27
0.24	0.76	0.00343	0.00468	177.32	7.00	8181.82
0.20	0.80	0.00397	0.00441	178.07	7.00	8636.36
0.25	0.75	0.00335	0.00472	193.95	7.00	9090.91
0.25	0.75	0.00364	0.00455	200.41	7.00	9545.45
0.26	0.74	0.00315	0.00484	221.26	7.00	10000.00
0.24	0.76	0.00368	0.00442	215.86	7.00	10454.55
0.26	0.74	0.00318	0.00489	238.23	7.00	10909.09
0.28	0.72	0.00315	0.00476	244.67	7.00	11363.64
0.30	0.70	0.00300	0.00467	251.99	7.00	11818.18
0.25	0.75	0.00328	0.00479	266.24	7.00	12272.73
0.27	0.73	0.00319	0.00452	271.67	7.00	12727.27
0.32	0.68	0.00277	0.00481	281.32	7.00	13181.82
0.28	0.72	0.00314	0.00440	289.26	7.00	13636.36
0.30	0.70	0.00291	0.00501	307.87	7.00	14090.91
0.29	0.71	0.00313	0.00497	317.49	7.00	14545.45
0.33	0.67	0.00262	0.00487	327.30	7.00	15000.00
0.31	0.69	0.00276	0.00467	334.86	7.00	15454.55
0.30	0.70	0.00295	0.00471	345.07	7.00	15909.09
0.30	0.70	0.00278	0.00491	355.81	7.00	16363.64
0.32	0.68	0.00281	0.00488	366.04	7.00	16818.18
0.31	0.69	0.00279	0.00469	376.80	7.00	17272.73
0.32	0.68	0.00297	0.00466	379.40	7.00	17727.27
0.36	0.64	0.00269	0.00477	388.02	7.00	18181.82
0.32	0.68	0.00287	0.00491	404.51	7.00	18636.36
0.37	0.63	0.00262	0.00515	416.76	7.00	19090.91
0.37	0.63	0.00251	0.00500	427.50	7.00	19545.45
0.37	0.63	0.00258	0.00473	432.37	7.00	20000.00
0.37	0.63	0.00249	0.00497	447.00	7.00	20454.55
0.36	0.64	0.00256	0.00488	459.31	7.00	20909.09
0.37	0.63	0.00260	0.00471	459.49	7.00	21363.64
0.38	0.62	0.00247	0.00501	476.07	7.00	21818.18
0.38	0.62	0.00244	0.00489	476.15	7.00	22272.73
0.38	0.62	0.00244	0.00492	495.88	7.00	22727.27
0.41	0.59	0.00236	0.00492	499.32	7.00	23181.82
0.39	0.61	0.00237	0.00500	511.88	7.00	23636.36
0.38	0.62	0.00234	0.00485	525.41	7.00	24090.91
0.42	0.58	0.00228	0.00515	541.36	7.00	24545.45
0.42	0.58	0.00229	0.00519	548.70	7.00	25000.00
0.40	0.60	0.00235	0.00478	548.72	7.00	25454.55
0.42	0.58	0.00229	0.00516	565.15	7.00	25909.09
0.41	0.59	0.00229	0.00469	564.60	7.00	26363.64
0.40	0.60	0.00236	0.00505	579.29	7.00	26818.18
0.42	0.58	0.00227	0.00496	590.16	7.00	27272.73
0.42	0.58	0.00221	0.00511	606.10	7.00	27727.27
0.44	0.56	0.00221	0.00510	611.67	7.00	28181.82
0.45	0.55	0.00215	0.00494	620.09	7.00	28636.36
0.44	0.56	0.00217	0.00485	632.03	7.00	29090.91
0.46	0.54	0.00204	0.00515	645.10	7.00	29545.45
0.46	0.54	0.00214	0.00525	659.82	7.00	30000.00
0.48	0.52	0.00205	0.00517	664.39	7.00	30454.55
0.48	0.52	0.00208	0.00508	680.49	7.00	30909.09
0.44	0.56	0.00213	0.00477	681.59	7.00	31363.64
0.46	0.54	0.00210	0.00525	697.25	7.00	31818.18
0.48	0.52	0.00204	0.00493	701.69	7.00	32272.73
0.49	0.51	0.00196	0.00559	718.80	7.00	32727.27
0.50	0.50	0.00193	0.00544	726.01	7.00	33181.82
0.48	0.52	0.00198	0.00521	737.72	7.00	33636.36
0.48	0.52	0.00201	0.00505	742.98	7.00	34090.91
0.51	0.49	0.00199	0.00536	757.37	7.00	34545.45
0.49	0.51	0.00198	0.00514	760.95	7.00	35000.00
0.48	0.52	0.00199	0.00500	768.34	7.00	35454.55
0.49	0.51	0.00192	0.00534	788.53	7.00	35909.09
0.51	0.49	0.00193	0.00537	793.05	7.00	36363.64
0.51	0.49	0.00190	0.00516	806.29	7.00	36818.18
0.50	0.50	0.00189	0.00476	810.31	7.00	37272.73
0.51	0.49	0.00198	0.00491	823.04	7.00	37727.27
0.51	0.49	0.00196	0.00513	833.69	7.00	38181.82
0.51	0.49	0.00183	0.00515	847.98	7.00	38636.36
0.54	0.46	0.00186	0.00536	853.13	7.00	39090.91
0.51	0.49	0.00189	0.00517	866.73	7.00	39545.45
0.53	0.47	0.00187	0.00521	876.20	7.00	40000.00
0.54	0.46	0.00183	0.00551	890.81	7.00	40454.55
0.53	0.47	0.00179	0.00509	893.01	7.00	40909.09
0.53	0.47	0.00180	0.00512	896.89	7.00	41363.64
0.54	0.46	0.00180	0.00497	906.22	7.00	41818.18
0.53	0.47	0.00178	0.00532	920.23	7.00	42272.73
0.57	0.43	0.00171	0.00526	930.29	7.00	42727.27
0.54	0.46	0.00168	0.00538	946.20	7.00	43181.82
0.55	0.45	0.00177	0.00509	951.04	7.00	43636.36
0.56	0.44	0.00168	0.00518	964.04	7.00	44090.91
0.57	0.43	0.00172	0.00502	964.68	7.00	44545.45
0.55	0.45	0.00172	0.00504	981.23	7.00	45000.00
0.57	0.43	0.00168	0.00519	991.80	7.00	45454.55
0.57	0.43	0.00170	0.00529	1004.22	7.00	45909.09
0.57	0.43	0.00167	0.00497	1006.46	7.00	46363.64
0.56	0.44	0.00163	0.00544	1027.32	7.00	46818.18
0.58	0.42	0.00162	0.00509	1034.76	7.00	47272.73
0.58	0.42	0.00167	0.00536	1044.50	7.00	47727.27
0.59	0.41	0.00157	0.00561	1061.11	7.00	48181.82
0.58	0.42	0.00162	0.00534	1066.75	7.00	48636.36
0.59	0.41	0.00157	0.00556	1073.28	7.00	49090.91
0.59	0.41	0.00159	0.00533	1083.09	7.00	49545.45
0.61	0.39	0.00163	0.00536	1093.51	7.00	50000.00
0.18	0.82	0.00399	0.00456	103.94	7.09	5000.00
0.19	0.81	0.00430	0.00476	120.16	7.09	5454.55
0.17	0.83	0.00460	0.00430	126.39	7.09	5909.09
0.21	0.79	0.00383	0.00465	136.09	7.09	6363.64
0.22	0.78	0.00351	0.00486	147.34	7.09	6818.18
0.20	0.80	0.00386	0.00444	150.60	7.09	7272.73
0.22	0.78	0.00362	0.00442	162.52	7.09	7727.27
0.26	0.74	0.00339	0.00507	177.62	7.09	8181.82
0.24	0.76	0.00356	0.00430	180.43	7.09	8636.36
0.25	0.75	0.00360	0.00449	195.57	7.09	9090.91
0.26	0.74	0.00311	0.00483	205.45	7.09	9545.45
0.25	0.75	0.00322	0.00481	210.73	7.09	10000.00
0.23	0.77	0.00324	0.00447	222.21	7.09	10454.55
0.27	0.73	0.00322	0.00514	241.31	7.09	10909.09
0.27	0.73	0.00305	0.00458	241.72	7.09	11363.64
0.28	0.72	0.00312	0.00488	256.07	7.09	11818.18
0.30	0.70	0.00280	0.00496	270.59	7.09	12272.73
0.30	0.70	0.00300	0.00483	280.59	7.09	12727.27
0.29	0.71	0.00317	0.00468	281.96	7.09	13181.82
0.29	0.71	0.00306	0.00479	295.58	7.09	13636.36
0.29	0.71	0.00292	0.00493	308.92	7.09	14090.91
0.30	0.70	0.00298	0.00472	309.43	7.09	14545.45
0.31	0.69	0.00295	0.00471	318.98	7.09	15000.00
0.32	0.68	0.00273	0.00479	338.03	7.09	15454.55
0.32	0.68	0.00290	0.00480	340.92	7.09	15909.09
0.32	0.68	0.00282	0.00498	355.57	7.09	16363.64
0.32	0.68	0.00285	0.00469	358.49	7.09	16818.18
0.32	0.68	0.00280	0.00466	372.96	7.09	17272.73
0.34	0.66	0.00276	0.00479	383.81	7.09	17727.27
